station_id,sensor_id,"latitude (degree)","longitude (degree)",date_time,"depth (m)","sea_water_salinity (psu)"
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,148.00,36.30
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,152.00,36.30
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,156.00,36.29
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,160.00,36.27
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,163.00,36.24
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,167.00,36.23
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,171.00,36.22
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,174.00,36.20
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,178.00,36.18
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,181.00,36.17
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,185.00,36.16
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,189.00,36.15
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,192.00,36.13
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,196.00,36.11
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,200.00,36.10
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,203.00,36.08
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,207.00,36.06
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,211.00,36.04
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,214.00,36.02
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,218.00,36.01
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,222.00,36.00
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,225.00,35.99
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,229.00,35.97
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,233.00,35.95
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,237.00,35.93
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,241.00,35.92
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,245.00,35.91
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,248.00,35.88
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,252.00,35.86
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,256.00,35.85
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,260.00,35.83
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,264.00,35.82
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,267.00,35.80
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,271.00,35.79
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,275.00,35.78
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,278.00,35.76
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,282.00,35.74
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,286.00,35.73
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,289.00,35.72
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,293.00,35.71
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,296.00,35.70
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,300.00,35.68
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,304.00,35.65
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,308.00,35.62
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,311.00,35.60
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,315.00,35.59
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,318.00,35.57
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,322.00,35.55
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,326.00,35.54
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,329.00,35.52
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,333.00,35.50
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,336.00,35.48
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,340.00,35.47
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,344.00,35.45
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,348.00,35.44
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,351.00,35.42
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,355.00,35.40
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,359.00,35.39
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,363.00,35.37
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,367.00,35.36
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,370.00,35.35
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,374.00,35.32
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,378.00,35.31
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,382.00,35.28
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,386.00,35.27
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,389.00,35.26
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,393.00,35.24
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,397.00,35.23
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,401.00,35.22
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,405.00,35.20
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,409.00,35.18
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,413.00,35.15
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,416.00,35.13
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,420.00,35.12
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,424.00,35.11
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,428.00,35.11
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,433.00,35.09
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,437.00,35.08
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,440.00,35.06
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,444.00,35.05
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,448.00,35.05
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,453.00,35.05
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,456.00,35.05
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,460.00,35.05
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,465.00,35.04
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,468.00,35.04
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,473.00,35.04
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,477.00,35.04
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,480.00,35.04
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,483.00,35.04
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,486.00,35.04
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,488.00,35.04
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,491.00,35.04
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,493.00,35.03
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,495.00,35.03
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,497.00,35.03
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.381,-89.714,2010-09-13T06:09:00Z,499.00,35.03
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,3.00,33.67
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,5.00,33.87
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,7.00,34.07
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,10.00,34.20
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,13.00,34.36
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,16.00,34.45
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,19.00,34.55
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,22.00,34.73
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,25.00,34.95
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,28.00,35.23
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,31.00,35.68
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,35.00,35.82
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,39.00,36.10
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,43.00,36.27
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,46.00,36.40
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,50.00,36.42
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,53.00,36.45
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,57.00,36.47
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,61.00,36.48
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,64.00,36.47
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,68.00,36.48
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,71.00,36.47
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,75.00,36.46
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,78.00,36.45
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,82.00,36.44
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,85.00,36.43
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,89.00,36.42
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,92.00,36.40
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,96.00,36.40
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,99.00,36.39
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,103.00,36.39
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,106.00,36.39
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,110.00,36.41
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,113.00,36.40
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,117.00,36.40
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,120.00,36.40
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,124.00,36.39
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,127.00,36.39
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,131.00,36.38
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,134.00,36.36
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,138.00,36.32
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,142.00,36.31
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,145.00,36.30
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,149.00,36.29
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,152.00,36.32
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,156.00,36.31
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,159.00,36.28
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,163.00,36.26
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,167.00,36.24
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,170.00,36.22
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,174.00,36.21
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,177.00,36.20
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,181.00,36.19
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,185.00,36.18
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,188.00,36.17
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,192.00,36.16
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,195.00,36.14
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,199.00,36.12
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,202.00,36.11
urn:ioos:station:wmo:48910,urn:ioos:sensor:wmo:48910::gct1,28.379,-89.724,2010-09-13T09:09:00Z,206.00,36.09
